mechanism, data size, buffer/package size, how many reps for avg, Transfer time, Overall time
socket,524288,4,828555264,
socket,524288,16,197742961,
socket,524288,64,52624895,
socket,524288,256,12905497,
socket,524288,1024,3607861,
socket,524288,4096,879450,
socket,524288,16384,463916,
socket,524288,65536,429592,
socket,1048576,4,1611038904,
socket,1048576,16,403749781,
socket,1048576,64,105208256,
socket,1048576,256,24056591,
socket,1048576,1024,7220091,
socket,1048576,4096,1753055,
socket,1048576,16384,907970,
socket,1048576,65536,794501,
socket,1572864,4,2555474059,
socket,1572864,16,628701229,
socket,1572864,64,157332233,
socket,1572864,256,39438405,
socket,1572864,1024,10158345,
socket,1572864,4096,2366451,
socket,1572864,16384,1386198,
socket,1572864,65536,1203214,
socket,2097152,4,3316009982,
socket,2097152,16,832727691,
socket,2097152,64,211211264,
socket,2097152,256,52574983,
socket,2097152,1024,14355648,
socket,2097152,4096,3331400,
socket,2097152,16384,1879294,
socket,2097152,65536,1617628,
socket,2621440,4,4170411018,
socket,2621440,16,1012302696,
socket,2621440,64,260666005,
socket,2621440,256,64161453,
socket,2621440,1024,17922609,
socket,2621440,4096,4011253,
socket,2621440,16384,2167320,
socket,2621440,65536,2056176,
socket,3145728,4,4870162608,
socket,3145728,16,1194530187,
socket,3145728,64,300404861,
socket,3145728,256,75356579,
socket,3145728,1024,20875765,
socket,3145728,4096,4761172,
socket,3145728,16384,2740487,
socket,3145728,65536,2613854,
socket,3670016,4,5539158943,
socket,3670016,16,1415990387,
socket,3670016,64,356270231,
socket,3670016,256,88929278,
socket,3670016,1024,24884556,
socket,3670016,4096,5803371,
socket,3670016,16384,3211494,
socket,3670016,65536,2851740,
socket,4194304,4,6402073326,
socket,4194304,16,1612688599,
socket,4194304,64,406871493,
socket,4194304,256,100212216,
socket,4194304,1024,27359232,
socket,4194304,4096,5014472,
socket,4194304,16384,3684985,
socket,4194304,65536,3361805,
socket,4718592,4,7202264809,
socket,4718592,16,1807314817,
socket,4718592,64,450835989,
socket,4718592,256,113271206,
socket,4718592,1024,31382729,
socket,4718592,4096,6802955,
socket,4718592,16384,4066008,
socket,4718592,65536,3801596,
socket,5242880,4,7937486454,
socket,5242880,16,1987324522,
socket,5242880,64,499219082,
socket,5242880,256,126636222,
socket,5242880,1024,35332246,
socket,5242880,4096,7303955,
socket,5242880,16384,4650656,
socket,5242880,65536,4194508,
socket,5767168,4,8896655641,
socket,5767168,16,2179130034,
socket,5767168,64,549528779,
socket,5767168,256,136419970,
socket,5767168,1024,38271968,
socket,5767168,4096,8599988,
socket,5767168,16384,5231299,
socket,5767168,65536,4542615,
